domesticated,diet,habitat,Kingdom,region,subtype,species
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,ibis
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,ibis
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,spoonbill
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,penguin
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,stork
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,buzzard
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,eagle
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,falcon
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,hawk
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,kite
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,osprey
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,owl
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,vulture
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,finch
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,finch
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,brightly colored bird,kingfisher
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,oriole
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,parakeet
domesticated animal,omnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,parakeet
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,parrot
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,dove
domesticated animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,dove
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,duck
domesticated animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,duck
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,brightly colored bird,duck
domesticated animal,omnivore,semi-aquatic animal,bird,animal found in Africa,brightly colored bird,duck
wild animal,herbivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,goose
domesticated animal,herbivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,goose
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,grouse
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,partridge
domesticated animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,pigeon
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,quail
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,snipe
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,snipe
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,albatross
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,cormorant
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,grebe
wild animal,carnivore,aquatic animal,bird,animal found in Africa,grey brown white or black bird,grebe
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,brightly colored bird,grebe
wild animal,carnivore,aquatic animal,bird,animal found in Africa,brightly colored bird,grebe
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,moorhen
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,plover
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,pelican
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,seagull
wild animal,omnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,swan
wild animal,carnivore,semi-aquatic animal,bird,animal found in Africa,grey brown white or black bird,tern
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,blackbird
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,crake
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,magpie
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,wren
wild animal,carnivore,terrestrial animal,bird,animal found in Africa,brightly colored bird,bee eater
domesticated animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,chicken
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,crow
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,cuckoo
wild animal,omnivore,terrestrial animal,bird,animal found in Africa,grey brown white or black bird,raven
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,anchovy
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,barracuda
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,bass
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,catfish
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,cod
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,eel
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,eel
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,flounder
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,grouper
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,pike
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,salmon
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,salmon
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,sardine
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,shark
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,swordfish
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,tilapia
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,tuna
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,minnow
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,pufferfish
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,shark
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,stingray
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,wrasse
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,moray eel
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,animal with horns antlers or tusks,cow
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,cow
wild animal,herbivore,terrestrial animal,mammal,animal found in Oceania,animal with horns antlers or tusks,goat
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,animal with horns antlers or tusks,goat
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,animal with horns antlers or tusks,ox
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,animal with horns antlers or tusks,sheep
wild animal,omnivore,terrestrial animal,mammal,animal found in Oceania,primate,human
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,primate,human
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,gerbil
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,hamster
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,rodent,guinea pig
wild animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,mouse
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,mouse
wild animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,rabbit
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,rabbit
wild animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,rat
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,rat
wild animal,omnivore,terrestrial animal,mammal,animal found in Oceania,rodent,squirrel
wild animal,carnivore,aquatic animal,mammal,animal found in Oceania,zzz,dolphin
wild animal,herbivore,aquatic animal,mammal,animal found in Oceania,zzz,dugong
wild animal,carnivore,aquatic animal,mammal,animal found in Oceania,zzz,orca
wild animal,carnivore,semi-aquatic animal,mammal,animal found in Oceania,zzz,otter
wild animal,carnivore,aquatic animal,mammal,animal found in Oceania,zzz,porpoise
wild animal,carnivore,semi-aquatic animal,mammal,animal found in Oceania,zzz,sea lion
wild animal,carnivore,semi-aquatic animal,mammal,animal found in Oceania,zzz,seal
wild animal,carnivore,aquatic animal,mammal,animal found in Oceania,zzz,whale
wild animal,carnivore,terrestrial animal,mammal,animal found in Oceania,insectivore,bat
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,donkey
wild animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,hare
wild animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,horse
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,horse
wild animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,mole
domesticated animal,herbivore,terrestrial animal,mammal,animal found in Oceania,zzz,mule
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,zzz,pig
wild animal,omnivore,terrestrial animal,mammal,animal found in Oceania,canine,fox
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,canine,fox
domesticated animal,omnivore,terrestrial animal,mammal,animal found in Oceania,canine,pet dog
domesticated animal,carnivore,terrestrial animal,mammal,animal found in Oceania,feline,house cat
wild animal,carnivore,terrestrial animal,mammal,animal found in Oceania,feline,panther
domesticated animal,carnivore,terrestrial animal,mammal,animal found in Oceania,mustelid,ferret
wild animal,carnivore,semi-aquatic animal,amphibian,animal found in Oceania,zzz,frog
wild animal,carnivore,semi-aquatic animal,amphibian,animal found in Oceania,zzz,toad
wild animal,insectivore,semi-aquatic animal,amphibian,animal found in Oceania,zzz,frog
wild animal,insectivore,semi-aquatic animal,amphibian,animal found in Oceania,zzz,toad
wild animal,carnivore,terrestrial animal,reptile,animal found in Oceania,snake,viper
wild animal,carnivore,semi-aquatic animal,reptile,animal found in Oceania,zother reptile,crocodile
wild animal,carnivore,terrestrial animal,reptile,animal found in Oceania,zother reptile,dinosaur
wild animal,herbivore,terrestrial animal,reptile,animal found in Oceania,zother reptile,tortoise
wild animal,herbivore,semi-aquatic animal,reptile,animal found in Oceania,zother reptile,turtle
wild animal,herbivore,aquatic animal,reptile,animal found in Oceania,zother reptile,sea turtle
wild animal,carnivore,terrestrial animal,reptile,animal found in Oceania,lizard,gecko
wild animal,carnivore,terrestrial animal,reptile,animal found in Oceania,lizard,legless lizard
wild animal,carnivore,terrestrial animal,reptile,animal found in Oceania,lizard,monitor
wild animal,carnivore,terrestrial animal,reptile,animal found in Oceania,lizard,newt
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,crane
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,flamingo
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,ibis
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,ibis
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,spoonbill
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,penguin
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,stork
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,buzzard
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,eagle
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,falcon
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,hawk
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,kite
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,osprey
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,owl
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,vulture
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,finch
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,finch
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,brightly colored bird,kingfisher
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,oriole
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,parakeet
domesticated animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,parakeet
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,parrot
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,dove
domesticated animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,dove
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,duck
domesticated animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,duck
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,brightly colored bird,duck
domesticated animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,brightly colored bird,duck
wild animal,herbivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,goose
domesticated animal,herbivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,goose
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,grouse
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,partridge
domesticated animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,pigeon
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,quail
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,snipe
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,snipe
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,albatross
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,cormorant
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,grebe
wild animal,carnivore,aquatic animal,bird,animal found in Oceania,grey brown white or black bird,grebe
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,brightly colored bird,grebe
wild animal,carnivore,aquatic animal,bird,animal found in Oceania,brightly colored bird,grebe
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,moorhen
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,plover
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,pelican
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,seagull
wild animal,omnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,swan
wild animal,carnivore,semi-aquatic animal,bird,animal found in Oceania,grey brown white or black bird,tern
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,blackbird
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,crake
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,magpie
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,wren
wild animal,carnivore,terrestrial animal,bird,animal found in Oceania,brightly colored bird,bee eater
domesticated animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,chicken
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,crow
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,cuckoo
wild animal,omnivore,terrestrial animal,bird,animal found in Oceania,grey brown white or black bird,raven
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,anchovy
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,barracuda
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,bass
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,catfish
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,cod
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,eel
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,eel
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,flounder
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,grouper
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,pike
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,salmon
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,salmon
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,sardine
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,shark
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,swordfish
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,tilapia
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,tuna
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,minnow
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,pufferfish
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,shark
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,stingray
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,wrasse
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,moray eel
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,animal with horns antlers or tusks,cow
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,cow
wild animal,herbivore,terrestrial animal,mammal,animal found in the Americas,animal with horns antlers or tusks,goat
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,animal with horns antlers or tusks,goat
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,animal with horns antlers or tusks,ox
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,animal with horns antlers or tusks,sheep
wild animal,omnivore,terrestrial animal,mammal,animal found in the Americas,primate,human
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,primate,human
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,gerbil
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,hamster
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,rodent,guinea pig
wild animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,mouse
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,mouse
wild animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,rabbit
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,rabbit
wild animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,rat
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,rat
wild animal,omnivore,terrestrial animal,mammal,animal found in the Americas,rodent,squirrel
wild animal,carnivore,aquatic animal,mammal,animal found in the Americas,zzz,dolphin
wild animal,herbivore,aquatic animal,mammal,animal found in the Americas,zzz,dugong
wild animal,carnivore,aquatic animal,mammal,animal found in the Americas,zzz,orca
wild animal,carnivore,semi-aquatic animal,mammal,animal found in the Americas,zzz,otter
wild animal,carnivore,aquatic animal,mammal,animal found in the Americas,zzz,porpoise
wild animal,carnivore,semi-aquatic animal,mammal,animal found in the Americas,zzz,sea lion
wild animal,carnivore,semi-aquatic animal,mammal,animal found in the Americas,zzz,seal
wild animal,carnivore,aquatic animal,mammal,animal found in the Americas,zzz,whale
wild animal,carnivore,terrestrial animal,mammal,animal found in the Americas,insectivore,bat
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,donkey
wild animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,hare
wild animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,horse
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,horse
wild animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,mole
domesticated animal,herbivore,terrestrial animal,mammal,animal found in the Americas,zzz,mule
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,zzz,pig
wild animal,omnivore,terrestrial animal,mammal,animal found in the Americas,canine,fox
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,canine,fox
domesticated animal,omnivore,terrestrial animal,mammal,animal found in the Americas,canine,pet dog
domesticated animal,carnivore,terrestrial animal,mammal,animal found in the Americas,feline,house cat
wild animal,carnivore,terrestrial animal,mammal,animal found in the Americas,feline,panther
domesticated animal,carnivore,terrestrial animal,mammal,animal found in the Americas,mustelid,ferret
wild animal,carnivore,semi-aquatic animal,amphibian,animal found in the Americas,zzz,frog
wild animal,carnivore,semi-aquatic animal,amphibian,animal found in the Americas,zzz,toad
wild animal,carnivore,terrestrial animal,reptile,animal found in the Americas,snake,viper
wild animal,carnivore,semi-aquatic animal,reptile,animal found in the Americas,zother reptile,crocodile
wild animal,carnivore,terrestrial animal,reptile,animal found in the Americas,zother reptile,dinosaur
wild animal,herbivore,terrestrial animal,reptile,animal found in the Americas,zother reptile,tortoise
wild animal,herbivore,semi-aquatic animal,reptile,animal found in the Americas,zother reptile,turtle
wild animal,herbivore,aquatic animal,reptile,animal found in the Americas,zother reptile,sea turtle
wild animal,carnivore,terrestrial animal,reptile,animal found in the Americas,lizard,gecko
wild animal,carnivore,terrestrial animal,reptile,animal found in the Americas,lizard,legless lizard
wild animal,carnivore,terrestrial animal,reptile,animal found in the Americas,lizard,monitor
wild animal,carnivore,terrestrial animal,reptile,animal found in the Americas,lizard,newt
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,crane
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,flamingo
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,ibis
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,ibis
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,spoonbill
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,penguin
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,stork
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,buzzard
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,eagle
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,falcon
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,hawk
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,kite
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,osprey
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,owl
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,vulture
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,finch
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,finch
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,brightly colored bird,kingfisher
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,oriole
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,parakeet
domesticated animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,parakeet
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,parrot
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,dove
domesticated animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,dove
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,duck
domesticated animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,duck
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,brightly colored bird,duck
domesticated animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,brightly colored bird,duck
wild animal,herbivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,goose
domesticated animal,herbivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,goose
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,grouse
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,partridge
domesticated animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,pigeon
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,quail
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,snipe
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,snipe
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,albatross
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,cormorant
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,grebe
wild animal,carnivore,aquatic animal,bird,animal found in the Americas,grey brown white or black bird,grebe
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,brightly colored bird,grebe
wild animal,carnivore,aquatic animal,bird,animal found in the Americas,brightly colored bird,grebe
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,moorhen
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,plover
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,pelican
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,seagull
wild animal,omnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,swan
wild animal,carnivore,semi-aquatic animal,bird,animal found in the Americas,grey brown white or black bird,tern
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,blackbird
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,crake
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,magpie
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,wren
wild animal,carnivore,terrestrial animal,bird,animal found in the Americas,brightly colored bird,bee eater
domesticated animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,chicken
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,crow
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,cuckoo
wild animal,omnivore,terrestrial animal,bird,animal found in the Americas,grey brown white or black bird,raven
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,anchovy
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,barracuda
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,bass
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,catfish
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,cod
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,eel
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,eel
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,flounder
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,grouper
wild animal,carnivore,aquatic animal,fish,freshwater fish,zzz,pike
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,salmon
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,salmon
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,sardine
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,shark
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,swordfish
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,tilapia
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,tuna
